ID	Instructor	Title	Topic	URL	Venue	Year
17	Varada Kolhatkar	Search: Introduction	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture3_search_intro.pdf	University of British Columbia	2019
18	Varada Kolhatkar	Uninformed Search	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture4_uninformed_search.pdf	University of British Columbia	2019
19	Varada Kolhatkar	Search: Iterative Deepening, Search with Costs, Heuristic Search	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture5_IDS_LCFS_heuristic.pdf	University of British Columbia	2019
20	Varada Kolhatkar	Search: Best-First Search and A* Search	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture6_best_first_A_star.pdf	University of British Columbia	2019
21	Varada Kolhatkar	Search: A* Optimality Branch and Bound, Pruning	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture7_A_star_optimality_BB.pdf	University of British Columbia	2019
22	Varada Kolhatkar	Introduction to Constraint Satisfaction Problems (CSPs)	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture8_CSPs_intro.pdf	University of British Columbia	2019
23	Varada Kolhatkar	CSPs: Search and Consistency	811	https://github.com/kvarada/CPSC-322_students/blob/master/lectures_102/lecture9_CSPs_search.pdf	University of British Columbia	2019
24	Eunsol Choi	Papers on Neural Translation at subword-levels	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/090320.pdf	UT Austin	2020
25	Eunsol Choi	Neural Decoding	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/090820.pdf	UT Austin	2020
26	Eunsol Choi	Unsupervised Generation	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/091020.pdf	UT Austin	2020
27	Eunsol Choi	Get To The Point: Summarization with Pointer-Generator Networks tor Networks	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/091520.pdf	UT Austin	2020
28	Eunsol Choi	Data-to-text Generation	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/091720.pdf	UT Austin	2020
29	Eunsol Choi	Text Generation Models with Auxiliary Objective	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/092220.pdf	UT Austin	2020
30	Eunsol Choi	Visual Question Answering	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/100120.pdf	UT Austin	2020
31	Eunsol Choi	Language Generation Grounded in Images	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/100620.pdf	UT Austin	2020
32	Eunsol Choi	Translating Natural Language into Actions in Language Games	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/100820.pdf	UT Austin	2020
33	Eunsol Choi	NLP + ACTION	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/101320.pdf	UT Austin	2020
34	Eunsol Choi	QUESTION ANSWERING AND REASONING	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/110320.pdf	UT Austin	2020
35	Eunsol Choi	Open Domain QA	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/110520.pdf	UT Austin	2020
36	Eunsol Choi	QA Datasets	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/111020.pdf	UT Austin	2020
37	Eunsol Choi	Question Generation	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/111220.pdf	UT Austin	2020
38	Eunsol Choi	On Explanations of Question Answering Models	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/111720.pdf	UT Austin	2020
39	Eunsol Choi	REFRAMING OTHER PROBLEMS AS QA	112	https://www.cs.utexas.edu/~eunsol/courses/cs395t_fa20/files/111920.pdf	UT Austin	2020
40	Mohit Iyyer	course introduction	112	https://people.cs.umass.edu/~miyyer/cs685/slides/00-intro.pdf	UMass Amherst	2020
41	Mohit Iyyer	neural language models	112	https://people.cs.umass.edu/~miyyer/cs685/slides/02-neural-lms.pdf	UMass Amherst	2020
42	Mohit Iyyer	Lecture 20	112	https://people.cs.umass.edu/~miyyer/cs685/slides/20-semantic-parsing.pdf	UMass Amherst	2020
43	Roger Grosse	CSC 2515 Lecture 1 - Introduction and Nearest Neighbours	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec01-slides.pdf	University of Toronto	2019
44	Roger Grosse	CSC 2515 Lecture 2: Decision Trees and Ensembles	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec02-slides.pdf	University of Toronto	2019
45	Roger Grosse	CSC 411 Lecture 3: Linear Models I	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec03-slides.pdf	University of Toronto	2019
46	Roger Grosse	CSC 2515 Lecture 4: Linear Models II	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec04-slides.pdf	University of Toronto	2019
47	Roger Grosse	CSC 2515 Lecture 5: Neural Networks I	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec05-slides.pdf	University of Toronto	2019
48	Roger Grosse	CSC2515 Lecture 6: Convolutional Networks	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec06-slides.pdf	University of Toronto	2019
49	Roger Grosse	CSC2515 Lecture 7: PCA and K-Means	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec07-slides.pdf	University of Toronto	2019
50	Roger Grosse	CSC2515 Lecture 8: Probabilistic Models	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec08-slides.pdf	University of Toronto	2019
51	Roger Grosse	CSC 2515 Lecture 9: Expectation-Maximization	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec09-slides.pdf	University of Toronto	2019
52	Roger Grosse	CSC 2515 Lecture 10: Reinforcement Learning	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec10-slides.pdf	University of Toronto	2019
53	Roger Grosse	CSC 2515 Lecture 11: Differential Privacy	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec11-slides.pdf	University of Toronto	2019
54	Roger Grosse	CSC 2515 Lecture 12: Algorithmic Fairness	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/slides/lec12-slides.pdf	University of Toronto	2019
55	Roger Grosse	Model-Based RL	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut10/tutorial10-slides.pdf	University of Toronto	2019
56	Roger Grosse	CSC2515: Final Exam Review	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut11/ExamReview.pdf	University of Toronto	2019
57	Roger Grosse	SVD & Information Theory	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut2/tut2_svd_info.pdf	University of Toronto	2019
58	Roger Grosse	CSC2515: Midterm Review	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut7/Midterm_Review_Tutorial.pdf	University of Toronto	2019
59	Roger Grosse	CSC2515: Midterm Review	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut7/Midterm_Review_Tutorial.pdf	University of Toronto	2019
60	Roger Grosse	RL Tutorial	107	https://www.cs.toronto.edu/~rgrosse/courses/csc2515_2019/tutorials/tut9/RL_tutorial.pdf	University of Toronto	2019
61	Roger Grosse	CSC2541 for the Busy	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/busy.pdf	University of Toronto	2021
62	Roger Grosse	The Implicit and Explicit Regularization Effects of Dropout	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/presentations/CSC2541_Presentation_Implicit_Explicit_Regularization_DropOut.pdf	University of Toronto	2021
63	Roger Grosse	Gradient Descent on Neural Networks Typically Occurs on the Edge of Stability	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/presentations/csc2541-eos.pdf	University of Toronto	2021
64	Roger Grosse	Neural Tangent Kernel: Convergence and Generalization in Neural Networks	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/presentations/NTK.pdf	University of Toronto	2021
65	Roger Grosse	A mathematical theory of semantic development in deep neural networks	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/presentations/slides_week10_saxe_et_al.pdf	University of Toronto	2021
66	Roger Grosse	Chapter 1 A Toy Model: Linear Regression	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/readings/L01_intro.pdf	University of Toronto	2021
67	Roger Grosse	Chapter 2: Taylor Approximations	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/readings/L02_Taylor_approximations.pdf	University of Toronto	2021
68	Roger Grosse	Chapter 3: Metrics	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/readings/L03_metrics.pdf	University of Toronto	2021
69	Roger Grosse	Chapter 4 Second-Order Optimization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/readings/L04_second_order.pdf	University of Toronto	2021
70	Roger Grosse	Chapter 5 Adaptive Gradient Methods, Normalization, and Weight Decay	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/readings/L05_normalization.pdf	University of Toronto	2021
71	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 1 - A Toy Model: Linear Regression	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec01.pdf	University of Toronto	2021
72	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 2 - Taylor Approximations	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec02.pdf	University of Toronto	2021
73	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 3 - Metrics	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec03.pdf	University of Toronto	2021
74	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 4 - Second-Order Optimization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec04.pdf	University of Toronto	2021
75	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 6 - Infinite Limits and Overparameterization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec06.pdf	University of Toronto	2021
76	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 7 - Stochasticity and Parellelism	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec07.pdf	University of Toronto	2021
77	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 8 - Implicit Regularization and Bayesian Inference	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec08.pdf	University of Toronto	2021
78	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 9 - Momentum	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec09.pdf	University of Toronto	2021
79	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 10 - Differential Games	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec10.pdf	University of Toronto	2021
80	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 11 - Bilevel Optimization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec11.pdf	University of Toronto	2021
81	Roger Grosse	CSC 2541: Neural Net Training Dynamics Lecture 12 - Closing Thoughts	711	https://www.cs.toronto.edu/~rgrosse/courses/csc2541_2021/slides/lec12.pdf	University of Toronto	2021
82	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Lecture 2: Linear regression	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/notes_on_linear_regression.pdf	University of Toronto	2020
83	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	BASIC MULTIVARIABLE CALCULUS	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/readings/notes_on_multivariable_calculus.pdf	University of Toronto	2020
84	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 1 - Introduction and Nearest Neighbors	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec01.pdf	University of Toronto	2020
85	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 2 - Linear Methods for Regression, Optimization	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec02.pdf	University of Toronto	2020
86	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 3 - Linear Classifiers, Logistic Regression, Multiclass Classification	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec03.pdf	University of Toronto	2020
87	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 4 - Neural Networks	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec04.pdf	University of Toronto	2020
88	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 5 - Decision Trees & Bias-Variance Decomposition	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec05.pdf	University of Toronto	2020
89	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 6 - Bagging, Boosting	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec06.pdf	University of Toronto	2020
90	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 7 - Probabilistic Models	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec07.pdf	University of Toronto	2020
91	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 8 - Probabilistic Models Pt. II, PCA	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec08.pdf	University of Toronto	2020
92	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 9 - PCA cont’d, Autoencoders, Matrix Factorization	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec09.pdf	University of Toronto	2020
93	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 10 - k-Means and EM Algorithm	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec10.pdf	University of Toronto	2020
94	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 11 - Reinforcement Learning	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec11.pdf	University of Toronto	2020
95	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	CSC 311: Introduction to Machine Learning Lecture 12 - AlphaGo and game-playing	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/slides/lec12.pdf	University of Toronto	2020
96	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Probability Review for Machine Learning	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut01/tut01.pdf	University of Toronto	2020
97	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Linear Algebra Review	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut02/tut02.pdf	University of Toronto	2020
98	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 3	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut03/tut03.pdf	University of Toronto	2020
99	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 5	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut05/tut05_solution.pdf	University of Toronto	2020
100	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 5	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut05/tut05.pdf	University of Toronto	2020
101	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 6	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut06/csc311_midterm_review.pdf	University of Toronto	2020
102	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 8	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut08/tut08_notes.pdf	University of Toronto	2020
103	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 9	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut09/CSC311FinalProjectReview.pdf	University of Toronto	2020
104	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 10	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut10/Tut10.pdf	University of Toronto	2020
105	Roger Grosse, Chris Maddison, Juhan Bae, Silviu Pitis	Tutorial 11	107	https://www.cs.toronto.edu/~rgrosse/courses/csc311_f20/tutorials/tut11/tut11_test2_review.pdf	University of Toronto	2020
106	Roger Grosse	CSC321 Lecture 1: Introduction	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec01.pdf	University of Toronto	2018
107	Roger Grosse	CSC321 Lecture 2: Linear Regression	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec02.pdf	University of Toronto	2018
108	Roger Grosse	CSC321 Lecture 3: Linear Classifiers	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec03.pdf	University of Toronto	2018
109	Roger Grosse	CSC321 Lecture 4: Learning a Classifier	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec04.pdf	University of Toronto	2018
110	Roger Grosse	CSC321 Lecture 5: Multilayer Perceptrons	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec05.pdf	University of Toronto	2018
111	Roger Grosse	CSC321 Lecture 6: Backpropagation	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec06.pdf	University of Toronto	2018
112	Roger Grosse	CSC321 Lecture 7: Distributed Representations	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec07.pdf	University of Toronto	2018
113	Roger Grosse	CSC321 Lecture 8: Optimization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec08.pdf	University of Toronto	2018
114	Roger Grosse	CSC321 Lecture 9: Generalization	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec09.pdf	University of Toronto	2018
115	Roger Grosse	CSC321 Lecture 11: Convolutional Networks	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec11.pdf	University of Toronto	2018
116	Roger Grosse	Neural Style	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec14b.pdf	University of Toronto	2018
117	Roger Grosse	CSC321 Lecture 15: Recurrent Neural Networks	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec15.pdf	University of Toronto	2018
118	Roger Grosse	CSC321 Lecture 16: Learning Long-Term Dependencies	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec16.pdf	University of Toronto	2018
119	Roger Grosse	CSC321 Lecture 17: ResNets and Attention	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec17.pdf	University of Toronto	2018
120	Roger Grosse	CSC321 Lecture 18: Learning Probabilistic Models	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec18.pdf	University of Toronto	2018
121	Roger Grosse	CSC321 Lecture 19: Generative Adversarial Networks	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec19.pdf	University of Toronto	2018
122	Roger Grosse	CSC321 Lecture 20: Reversible and Autoregressive Models	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec20.pdf	University of Toronto	2018
123	Roger Grosse	CSC321 Lecture 21: Policy Gradient	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec21.pdf	University of Toronto	2018
124	Roger Grosse	CSC321 Lecture 22: Q-Learning	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec22.pdf	University of Toronto	2018
125	Roger Grosse	CSC321 Lecture 23: Go	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/slides/lec23.pdf	University of Toronto	2018
126	Roger Grosse	CSC321 Winter 2018 — Course Information	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/syllabus.pdf	University of Toronto	2018
127	Roger Grosse	Tutorial 1. Linear Regression	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/tutorials/tut1.pdf	University of Toronto	2018
128	Roger Grosse	CSC321 Tutorial 10: Policy Gradient	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/tutorials/tut10_slides.pdf	University of Toronto	2018
129	Roger Grosse	Tutorial Classification	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/tutorials/tut2.pdf	University of Toronto	2018
130	Roger Grosse	Forward Equations (Vectorized form	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/tutorials/tut3_derivation.pdf	University of Toronto	2018
131	Roger Grosse	A Closer Look at AlexNet	711	https://www.cs.toronto.edu/~rgrosse/courses/csc321_2018/tutorials/tut6_slides.pdf	University of Toronto	2018
132	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 1 - Introduction	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec01-slides.pdf	University of Toronto	2018
133	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 2: Nearest Neighbors	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec02-slides.pdf	University of Toronto	2018
134	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 3: Decision Trees	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec03-slides.pdf	University of Toronto	2018
135	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 4: Ensembles I	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec04-slides.pdf	University of Toronto	2018
136	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 5: Ensembles I	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec05-slides.pdf	University of Toronto	2018
137	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 6: Linear Regression	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec06-slides.pdf	University of Toronto	2018
138	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 7: Linear Classification	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec07-slides.pdf	University of Toronto	2018
139	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 8: Linear Classification II	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec08-slides.pdf	University of Toronto	2018
140	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 9: SVMs and Boosting	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec09-slides.pdf	University of Toronto	2018
141	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 10: Neural Networks	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec10-slides.pdf	University of Toronto	2018
142	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 11: Neural Networks II	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec11-slides.pdf	University of Toronto	2018
143	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 12: Principal Component Analysis	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec12-slides.pdf	University of Toronto	2018
144	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 13: Probabilistic Models I	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec13-slides.pdf	University of Toronto	2018
145	Roger Grosse, Amir-massoud Farahmand, and Juan Carrasquilla	Lecture 14: Probabilistic Models II	107	https://www.cs.toronto.edu/~rgrosse/courses/csc411_f18/slides/lec14-slides.pdf	University of Toronto	2018
