	ID	Instructor	Title	Topic	URL	Venue	Year
	104	Constantinos Daskalakis	ecture 4: Optimization Landscape of Deep Learning	127	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_4/lecture_4.pdf	MIT	2018
	105	Constantinos Daskalakis	Lecture 5: Generalization in Deep Learning	712	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_5/lecture_5.pdf	MIT	2018
	106	Constantinos Daskalakis	Lecture 6: Towards Understanding SGD	712	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_6/lecture_6.pdf	MIT	2018
	107	Constantinos Daskalakis	Lecture 7: Generative Models and Expectation-Maximization	514	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_7/lecture_7.pdf	MIT	2018
	108	Constantinos Daskalakis	Lecture 8: Game-theoretic View on GAN Dynamics	746	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_8/lecture_8.pdf	MIT	2018
	109	Constantinos Daskalakis	Lecture 9: Are GANs Truly Distributive Learners?	746	https://stellar.mit.edu/S/course/6/sp18/6.883/courseMaterial/topics/topic2/lectureNotes/lecture_9/lecture_9.pdf	MIT	2018
	110	Francois Fleuret	Generative Adversarial Networks	746	https://fleuret.org/dlc/materials/dlc-handout-11-1-GAN.pdf	EPFL	2019
	111	Francois Fleuret	Wasserstein GAN	746	https://fleuret.org/dlc/materials/dlc-handout-11-2-Wasserstein-GAN.pdf	EPFL	2019
	112	Francois Fleuret	Conditional GAN and image translation	746	https://fleuret.org/dlc/materials/dlc-handout-11-3-conditional-GAN.pdf	EPFL	2019
	113	Francois Fleuret	Model persistence and checkpoints	713	https://fleuret.org/dlc/materials/dlc-handout-11-4-persistence.pdf	EPFL	2019
	114	Francois Fleuret	Recurrent Neural Networks	741	https://fleuret.org/dlc/materials/dlc-handout-12-1-RNN-basics.pdf	EPFL	2019
	115	Francois Fleuret	LSTM and GRU	742	https://fleuret.org/dlc/materials/dlc-handout-12-2-LSTM-and-GRU.pdf	EPFL	2019
	116	Francois Fleuret	Word embeddings and translation	721	https://fleuret.org/dlc/materials/dlc-handout-12-3-word-embeddings-and-translation.pdf	EPFL	2019
	117	Francois Fleuret	From neural networks to deep learning	711	https://fleuret.org/dlc/materials/dlc-handout-1-1-from-anns-to-deep-learning.pdf	EPFL	2019
	118	Francois Fleuret	Current applications and success	711	https://fleuret.org/dlc/materials/dlc-handout-1-2-current-success.pdf	EPFL	2019
	119	Francois Fleuret	What is really happening	711	https://fleuret.org/dlc/materials/dlc-handout-1-3-what-is-happening.pdf	EPFL	2019
	120	Francois Fleuret	Tensor basics and linear regression	711	https://fleuret.org/dlc/materials/dlc-handout-1-4-tensors-and-linear-regression.pdf	EPFL	2019
	121	Francois Fleuret	High dimension tensors	711	https://fleuret.org/dlc/materials/dlc-handout-1-5-high-dimension-tensors.pdf	EPFL	2019
	122	Francois Fleuret	Tensor internals	711	https://fleuret.org/dlc/materials/dlc-handout-1-6-tensor-internals.pdf	EPFL	2019
	123	Francois Fleuret	Loss and risk	712	https://fleuret.org/dlc/materials/dlc-handout-2-1-loss-and-risk.pdf	EPFL	2019
	124	Francois Fleuret	Over and under fitting	712	https://fleuret.org/dlc/materials/dlc-handout-2-2-overfitting.pdf	EPFL	2019
	125	Francois Fleuret	Bias-variance dilemma	712	https://fleuret.org/dlc/materials/dlc-handout-2-3-bias-variance-dilemma.pdf	EPFL	2019
	126	Francois Fleuret	Proper evaluation protocols	712	https://fleuret.org/dlc/materials/dlc-handout-2-4-evaluation-protocols.pdf	EPFL	2019
	128	Francois Fleuret	The perceptron	515	https://fleuret.org/dlc/materials/dlc-handout-3-1-perceptron.pdf	EPFL	2019
	129	Francois Fleuret	Probabilistic view of a linear classifier	632	https://fleuret.org/dlc/materials/dlc-handout-3-2-LDA.pdf	EPFL	2019
	131	Francois Fleuret	Multi-Layer Perceptrons	515	https://fleuret.org/dlc/materials/dlc-handout-3-4-MLP.pdf	EPFL	2019
	132	Francois Fleuret	Gradient descent	516	https://fleuret.org/dlc/materials/dlc-handout-3-5-gradient-descent.pdf	EPFL	2019
	134	Francois Fleuret	DAG networks	712	https://fleuret.org/dlc/materials/dlc-handout-4-1-DAG-networks.pdf	EPFL	2019
	135	Francois Fleuret	Autograd	712	https://fleuret.org/dlc/materials/dlc-handout-4-2-autograd.pdf	EPFL	2019
	136	Francois Fleuret	PyTorch modules and batch processing	712	https://fleuret.org/dlc/materials/dlc-handout-4-3-modules-and-batch-processing.pdf	EPFL	2019
	137	Francois Fleuret	Convolutions	744	https://fleuret.org/dlc/materials/dlc-handout-4-4-convolutions.pdf	EPFL	2019
	138	Francois Fleuret	Pooling	744	https://fleuret.org/dlc/materials/dlc-handout-4-5-pooling.pdf	EPFL	2019
	139	Francois Fleuret	Writing a PyTorch module	712	https://fleuret.org/dlc/materials/dlc-handout-4-6-writing-a-module.pdf	EPFL	2019
	140	Francois Fleuret	Cross-entropy loss	712	https://fleuret.org/dlc/materials/dlc-handout-5-1-cross-entropy-loss.pdf	EPFL	2019
	141	Francois Fleuret	Stochastic gradient descent	712	https://fleuret.org/dlc/materials/dlc-handout-5-2-SGD.pdf	EPFL	2019
	142	Francois Fleuret	PyTorch optimizers	712	https://fleuret.org/dlc/materials/dlc-handout-5-3-optim.pdf	EPFL	2019
	143	Francois Fleuret	L2 and L1 penalties	712	https://fleuret.org/dlc/materials/dlc-handout-5-4-l2-l1-penalties.pdf	EPFL	2019
	144	Francois Fleuret	Parameter initialization	712	https://fleuret.org/dlc/materials/dlc-handout-5-5-initialization.pdf	EPFL	2019
	146	Francois Fleuret	Writing an autograd function	712	https://fleuret.org/dlc/materials/dlc-handout-5-7-writing-an-autograd-function.pdf	EPFL	2019
	147	Francois Fleuret	Benefits of depth	712	https://fleuret.org/dlc/materials/dlc-handout-6-1-benefits-of-depth.pdf	EPFL	2019
	148	Francois Fleuret	Rectifiers	712	https://fleuret.org/dlc/materials/dlc-handout-6-2-rectifiers.pdf	EPFL	2019
	149	Francois Fleuret	Dropout	712	https://fleuret.org/dlc/materials/dlc-handout-6-3-dropout.pdf	EPFL	2019
	150	Francois Fleuret	Batch normalization	712	https://fleuret.org/dlc/materials/dlc-handout-6-4-batch-normalization.pdf	EPFL	2019
	151	Francois Fleuret	Residual networks	712	https://fleuret.org/dlc/materials/dlc-handout-6-5-residual-networks.pdf	EPFL	2019
	152	Francois Fleuret	Using GPUs	712	https://fleuret.org/dlc/materials/dlc-handout-6-6-using-GPUs.pdf	EPFL	2019
	153	Francois Fleuret	Computer vision tasks	999	https://fleuret.org/dlc/materials/dlc-handout-8-1-CV-tasks.pdf	EPFL	2019
	154	Francois Fleuret	Networks for image classification	999	https://fleuret.org/dlc/materials/dlc-handout-8-2-image-classification.pdf	EPFL	2019
	155	Francois Fleuret	Networks for object detection	999	https://fleuret.org/dlc/materials/dlc-handout-8-3-object-detection.pdf	EPFL	2019
	156	Francois Fleuret	Networks for semantic segmentation	999	https://fleuret.org/dlc/materials/dlc-handout-8-4-segmentation.pdf	EPFL	2019
	157	Francois Fleuret	DataLoader and neuro-surgery	999	https://fleuret.org/dlc/materials/dlc-handout-8-5-dataloader-and-surgery.pdf	EPFL	2019
	158	Francois Fleuret	Looking at parameters	713	https://fleuret.org/dlc/materials/dlc-handout-9-1-looking-at-parameters.pdf	EPFL	2019
	159	Francois Fleuret	Looking at activations	713	https://fleuret.org/dlc/materials/dlc-handout-9-2-looking-at-activations.pdf	EPFL	2019
	160	Francois Fleuret	Visualizing the processing in the input	713	https://fleuret.org/dlc/materials/dlc-handout-9-3-visualizing-in-input.pdf	EPFL	2019
	161	Francois Fleuret	Optimizing inputs	713	https://fleuret.org/dlc/materials/dlc-handout-9-4-optimizing-inputs.pdf	EPFL	2019
	162	Francois Fleuret	Transposed convolutions	744	https://fleuret.org/dlc/materials/dlc-handout-7-1-transposed-convolutions.pdf	EPFL	2019
	163	Francois Fleuret	Deep Autoencoders	749	https://fleuret.org/dlc/materials/dlc-handout-7-2-autoencoders.pdf	EPFL	2019
	164	Francois Fleuret	Denoising autoencoders	749	https://fleuret.org/dlc/materials/dlc-handout-7-3-denoising-autoencoders.pdf	EPFL	2019
	165	Francois Fleuret	VAE	749	https://fleuret.org/dlc/materials/dlc-handout-7-4-VAE.pdf	EPFL	2019
	166	Francois Fleuret	Generative Adversarial Networks	746	https://fleuret.org/dlc/materials/dlc-slides-11-1-GAN.pdf	EPFL	2019
	167	Francois Fleuret	Wasserstein GAN	746	https://fleuret.org/dlc/materials/dlc-slides-11-2-Wasserstein-GAN.pdf	EPFL	2019
	168	Francois Fleuret	Conditional GAN and image translation	746	https://fleuret.org/dlc/materials/dlc-slides-11-3-conditional-GAN.pdf	EPFL	2019
	169	Francois Fleuret	Model persistence and checkpoints	713	https://fleuret.org/dlc/materials/dlc-slides-11-4-persistence.pdf	EPFL	2019
	170	Francois Fleuret	Recurrent Neural Networks	741	https://fleuret.org/dlc/materials/dlc-slides-12-1-RNN-basics.pdf	EPFL	2019
	171	Francois Fleuret	LSTM and GRU	742	https://fleuret.org/dlc/materials/dlc-slides-12-2-LSTM-and-GRU.pdf	EPFL	2019
	172	Francois Fleuret	Word embeddings and translation	721	https://fleuret.org/dlc/materials/dlc-slides-12-3-word-embeddings-and-translation.pdf	EPFL	2019
	173	Francois Fleuret	From neural networks to deep learning	711	https://fleuret.org/dlc/materials/dlc-slides-1-1-from-anns-to-deep-learning.pdf	EPFL	2019
	174	Francois Fleuret	Current applications and success	711	https://fleuret.org/dlc/materials/dlc-slides-1-2-current-success.pdf	EPFL	2019
	175	Francois Fleuret	What is really happening	711	https://fleuret.org/dlc/materials/dlc-slides-1-3-what-is-happening.pdf	EPFL	2019
	176	Francois Fleuret	Tensor basics and linear regression	711	https://fleuret.org/dlc/materials/dlc-slides-1-4-tensors-and-linear-regression.pdf	EPFL	2019
	177	Francois Fleuret	High dimension tensors	711	https://fleuret.org/dlc/materials/dlc-slides-1-5-high-dimension-tensors.pdf	EPFL	2019
	178	Francois Fleuret	Tensor internals	711	https://fleuret.org/dlc/materials/dlc-slides-1-6-tensor-internals.pdf	EPFL	2019
	179	Francois Fleuret	Loss and risk	712	https://fleuret.org/dlc/materials/dlc-slides-2-1-loss-and-risk.pdf	EPFL	2019
	180	Francois Fleuret	Over and under fitting	712	https://fleuret.org/dlc/materials/dlc-slides-2-2-overfitting.pdf	EPFL	2019
	181	Francois Fleuret	Bias-variance dilemma	712	https://fleuret.org/dlc/materials/dlc-slides-2-3-bias-variance-dilemma.pdf	EPFL	2019
	182	Francois Fleuret	Proper evaluation protocols	712	https://fleuret.org/dlc/materials/dlc-slides-2-4-evaluation-protocols.pdf	EPFL	2019
	184	Francois Fleuret	The perceptron	515	https://fleuret.org/dlc/materials/dlc-slides-3-1-perceptron.pdf	EPFL	2019
	185	Francois Fleuret	Probabilistic view of a linear classifier	632	https://fleuret.org/dlc/materials/dlc-slides-3-2-LDA.pdf	EPFL	2019
	187	Francois Fleuret	Multi-Layer Perceptrons	515	https://fleuret.org/dlc/materials/dlc-slides-3-4-MLP.pdf	EPFL	2019
	188	Francois Fleuret	Gradient descent	516	https://fleuret.org/dlc/materials/dlc-slides-3-5-gradient-descent.pdf	EPFL	2019
	190	Francois Fleuret	DAG networks	712	https://fleuret.org/dlc/materials/dlc-slides-4-1-DAG-networks.pdf	EPFL	2019
	191	Francois Fleuret	Autograd	712	https://fleuret.org/dlc/materials/dlc-slides-4-2-autograd.pdf	EPFL	2019
	192	Francois Fleuret	PyTorch modules and batch processing	712	https://fleuret.org/dlc/materials/dlc-slides-4-3-modules-and-batch-processing.pdf	EPFL	2019
	193	Francois Fleuret	Convolutions	744	https://fleuret.org/dlc/materials/dlc-slides-4-4-convolutions.pdf	EPFL	2019
	194	Francois Fleuret	Pooling	744	https://fleuret.org/dlc/materials/dlc-slides-4-5-pooling.pdf	EPFL	2019
	195	Francois Fleuret	Writing a PyTorch module	712	https://fleuret.org/dlc/materials/dlc-slides-4-6-writing-a-module.pdf	EPFL	2019
	196	Francois Fleuret	Cross-entropy loss	712	https://fleuret.org/dlc/materials/dlc-slides-5-1-cross-entropy-loss.pdf	EPFL	2019
	197	Francois Fleuret	Stochastic gradient descent	712	https://fleuret.org/dlc/materials/dlc-slides-5-2-SGD.pdf	EPFL	2019
	198	Francois Fleuret	PyTorch optimizers	712	https://fleuret.org/dlc/materials/dlc-slides-5-3-optim.pdf	EPFL	2019
	199	Francois Fleuret	L2 and L1 penalties	712	https://fleuret.org/dlc/materials/dlc-slides-5-4-l2-l1-penalties.pdf	EPFL	2019
	200	Francois Fleuret	Parameter initialization	712	https://fleuret.org/dlc/materials/dlc-slides-5-5-initialization.pdf	EPFL	2019
	202	Francois Fleuret	Writing an autograd function	712	https://fleuret.org/dlc/materials/dlc-slides-5-7-writing-an-autograd-function.pdf	EPFL	2019
	203	Francois Fleuret	Benefits of depth	712	https://fleuret.org/dlc/materials/dlc-slides-6-1-benefits-of-depth.pdf	EPFL	2019
	204	Francois Fleuret	Rectifiers	712	https://fleuret.org/dlc/materials/dlc-slides-6-2-rectifiers.pdf	EPFL	2019
	205	Francois Fleuret	Dropout	712	https://fleuret.org/dlc/materials/dlc-slides-6-3-dropout.pdf	EPFL	2019
	206	Francois Fleuret	Batch normalization	712	https://fleuret.org/dlc/materials/dlc-slides-6-4-batch-normalization.pdf	EPFL	2019
	207	Francois Fleuret	Residual networks	712	https://fleuret.org/dlc/materials/dlc-slides-6-5-residual-networks.pdf	EPFL	2019
	208	Francois Fleuret	Using GPUs	712	https://fleuret.org/dlc/materials/dlc-slides-6-6-using-GPUs.pdf	EPFL	2019
	209	Francois Fleuret	Computer vision tasks	999	https://fleuret.org/dlc/materials/dlc-slides-8-1-CV-tasks.pdf	EPFL	2019
	210	Francois Fleuret	Networks for image classification	999	https://fleuret.org/dlc/materials/dlc-slides-8-2-image-classification.pdf	EPFL	2019
	211	Francois Fleuret	Networks for object detection	999	https://fleuret.org/dlc/materials/dlc-slides-8-3-object-detection.pdf	EPFL	2019
	212	Francois Fleuret	Networks for semantic segmentation	999	https://fleuret.org/dlc/materials/dlc-slides-8-4-segmentation.pdf	EPFL	2019
	213	Francois Fleuret	DataLoader and neuro-surgery	999	https://fleuret.org/dlc/materials/dlc-slides-8-5-dataloader-and-surgery.pdf	EPFL	2019
	214	Francois Fleuret	Looking at parameters	713	https://fleuret.org/dlc/materials/dlc-slides-9-1-looking-at-parameters.pdf	EPFL	2019
	215	Francois Fleuret	Looking at activations	713	https://fleuret.org/dlc/materials/dlc-slides-9-2-looking-at-activations.pdf	EPFL	2019
	216	Francois Fleuret	Visualizing the processing in the input	713	https://fleuret.org/dlc/materials/dlc-slides-9-3-visualizing-in-input.pdf	EPFL	2019
	217	Francois Fleuret	Optimizing inputs	713	https://fleuret.org/dlc/materials/dlc-slides-9-4-optimizing-inputs.pdf	EPFL	2019
	218	Francois Fleuret	Transposed convolutions	744	https://fleuret.org/dlc/materials/dlc-slides-7-1-transposed-convolutions.pdf	EPFL	2019
	219	Francois Fleuret	Deep Autoencoders	749	https://fleuret.org/dlc/materials/dlc-slides-7-2-autoencoders.pdf	EPFL	2019
	220	Francois Fleuret	Denoising autoencoders	749	https://fleuret.org/dlc/materials/dlc-slides-7-3-denoising-autoencoders.pdf	EPFL	2019
	221	Francois Fleuret	VAE	749	https://fleuret.org/dlc/materials/dlc-slides-7-4-VAE.pdf	EPFL	2019
	222	Jason Eisner	Bayesian Generative Modeling	514	https://www.cs.jhu.edu/~jason/465/PowerPoint/2011-07.lisbonschool-gen-bayes.ppt	JHU	2021
	223	Jason Eisner	Ngrams	999	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect01,3tr-ngram-gen.pdf	JHU	2021
	224	Jason Eisner	Introduction	711	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect01-intro.ppt	JHU	2021
	225	Jason Eisner	Modeling Grammaticality	999	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect02-modeling-grammaticality.ppt	JHU	2021
	226	Jason Eisner	What are n-grams good for?	211	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect03-ngram-apps.ppt	JHU	2021
	227	Jason Eisner	unscrambling text	999	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect04.5-unscrambling-text.ppt	JHU	2021
	228	Jason Eisner	How to Use Probabilities	123	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect04-prob-intro.ppt	JHU	2021
	229	Jason Eisner	Bayes’ Theorem	125	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect05-bayes.ppt	JHU	2021
	230	Jason Eisner	Smoothing	125	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect05-smoothing.ppt	JHU	2021
	231	Jason Eisner	Syntactic Attributes	241	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect06-syntactic-features.ppt	JHU	2021
	232	Jason Eisner	Parsing	241	https://www.cs.jhu.edu/~jason/465/PowerPoint/lect08-parse.ppt	JHU	2021
