37	Natural Language Generation Systems	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/432.pptx	1136	2018	Dragomir Radev	nlp	Yale
38	NLP Tasks 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/151.pptx	1071	2018	Dragomir Radev	nlp	Yale
39	SyntaxNet	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/911.pptx	1206	2018	Dragomir Radev	nlp	Yale
40	Coherence and Prosody	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/442.pptx	1139	2018	Dragomir Radev	nlp	Yale
41	Word Distributions	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/144.pptx	1070	2018	Dragomir Radev	nlp	Yale
42	Search Engine Architecture	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/612.pptx	1170	2018	Dragomir Radev	ir	Yale
43	Parsing Evaluation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/247.pptx	1562	2018	Dragomir Radev	nlp	Yale
44	Recursive Neural Networks	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/743.pptx	1192	2018	Dragomir Radev	nlp	Yale
45	Semantic Role Labeling	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/367.pptx	1220	2018	Dragomir Radev	nlp	Yale
46	Methods used in NLP	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/115.pptx	1055	2018	Dragomir Radev	nlp	Yale
47	Evaluation of Language Modeling	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/213.pptx	1083	2018	Dragomir Radev	nlp	Yale
48	Phrase Based Machine Translation, Evaluation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/456.pptx	1148	2018	Dragomir Radev	nlp	Yale
49	Summarization Evaluation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/425.pptx	1133	2018	Dragomir Radev	nlp	Yale
50	Introduction to Word Sense Disambiguation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/391.pptx	1124	2018	Dragomir Radev	nlp	Yale
51	Practical Considerations of Classification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/545.pptx	1165	2018	Dragomir Radev	nlp	Yale
52	Sentiment Analysis	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/381.pptx	1122	2018	Dragomir Radev	nlp	Yale
53	Bayes Theorem	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/125.pptx	1060	2018	Dragomir Radev	nlp	Yale
54	Query Modification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/622.pptx	1174	2018	Dragomir Radev	ir	Yale
55	Unlexicalized Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/254.pptx	1100	2018	Dragomir Radev	nlp	Yale
56	Evaluation of Question Answering	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/412.pptx	1126	2018	Dragomir Radev	nlp	Yale
57	QA Architecture and QA Systems 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/414.pptx	1128	2018	Dragomir Radev	nlp	Yale
58	Collocations	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/352.pptx	1118	2018	Dragomir Radev	nlp	Yale
59	Morphology and Lexicon	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/143.pptx	1069	2018	Dragomir Radev	nlp	Yale
60	Introduction to Information Retrieval	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/611.pptx	1169	2018	Dragomir Radev	ir	Yale
61	Introduction to Language Modeling	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/211.pptx	1081	2018	Dragomir Radev	nlp	Yale
62	Probabilities 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/124.pptx	1059	2018	Dragomir Radev	nlp	Yale
63	Summarization 4	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/424.pptx	1132	2018	Dragomir Radev	nlp	Yale
64	Lexicalized Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/253.pptx	1280	2018	Dragomir Radev	nlp	Yale
65	Edit Distance	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/313.pptx	1110	2018	Dragomir Radev	nlp	Yale
66	Neural Architectures, Training Neural Networks	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/712.pptx	1182	2018	Dragomir Radev	nlp	Yale
67	Prepositional Phrase Attachment 3	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/284.pptx	1537	2018	Dragomir Radev	nlp	Yale
68	The Noisy Channel	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/214.pptx	1084	2018	Dragomir Radev	nlp	Yale
69	Natural Language Generation Basics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/431.pptx	1135	2018	Dragomir Radev	nlp	Yale
70	Introduction to Dimensionality Reduction	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/341.pptx	1116	2018	Dragomir Radev	nlp	Yale
71	Summarization 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/421.pptx	1129	2018	Dragomir Radev	nlp	Yale
72	Language and Complexity	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/166.pptx	1079	2018	Dragomir Radev	nlp	Yale
73	Stemming	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/312.pptx	1109	2018	Dragomir Radev	nlp	Yale
74	Machine Translation Basics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/451.pptx	1143	2018	Dragomir Radev	nlp	Yale
75	Introduction to Part of Speech Tagging	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/215.pptx	1085	2018	Dragomir Radev	nlp	Yale
76	Neural Summarization	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/754.pptx	1198	2018	Dragomir Radev	nlp	Yale
77	Dialogue Systems	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/445.pptx	1142	2018	Dragomir Radev	nlp	Yale
78	Dialogue	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/444.pptx	1141	2018	Dragomir Radev	nlp	Yale
79	Random Walks and Harmonic Functions	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/623.pptx	1175	2018	Dragomir Radev	nlp	Yale
80	Entailment and Paraphrasing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/351.pptx	1117	2018	Dragomir Radev	nlp	Yale
81	Sentiment Lexicons	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/382.pptx	1123	2018	Dragomir Radev	nlp	Yale
82	NACLO Problems on Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/271.pptx	1105	2018	Dragomir Radev	nlp	Yale
83	Classification and kNN 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/511.pptx	1153	2018	Dragomir Radev	nlp	Yale
84	Toolkits for Information Retrieval	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/614.pptx	1172	2018	Dragomir Radev	nlp	Yale
85	Neural Machine Translation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/753.pptx	1197	2018	Dragomir Radev	nlp	Yale
86	Penn Treebank	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/246.pptx	1097	2018	Dragomir Radev	nlp	Yale
87	Summarization 3	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/423.pptx	1131	2018	Dragomir Radev	nlp	Yale
88	Thesaurus-based Similarity	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/316.pptx	1113	2018	Dragomir Radev	nlp	Yale
89	Evaluation of Information Retrieval	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/613.pptx	1171	2018	Dragomir Radev	ir	Yale
90	Alternative Syntactic Formalisms	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/261.pptx	1101	2018	Dragomir Radev	nlp	Yale
91	Logistic Regression 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/516.pptx	1158	2018	Dragomir Radev	nlp	Yale
92	Discourse Analysis	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/441.pptx	1138	2018	Dragomir Radev	nlp	Yale
93	Information Extraction and Named Entity Recognition	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/232.pptx	1089	2018	Dragomir Radev	nlp	Yale
94	Miscellaneous Projects	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/921.pptx	1207	2018	Dragomir Radev	nlp	Yale
95	Introduction to Semantics and Logic	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/361.pptx	1120	2018	Dragomir Radev	nlp	Yale
96	Prepositional Phrase Attachment 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/282.pptx	1107	2018	Dragomir Radev	nlp	Yale
97	Relation Extraction	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/233.pptx	1090	2018	Dragomir Radev	nlp	Yale
98	Linear Algebra 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/122.pptx	1057	2018	Dragomir Radev	nlp	Yale
99	Convolutional Neural Networks	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/744.pptx	1193	2018	Dragomir Radev	nlp	Yale
100	Vector Representations	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/321.pptx	1114	2018	Dragomir Radev	nlp	Yale
101	Knowledge Representation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/363.pptx	1216	2018	Dragomir Radev	nlp	Yale
102	Parts of Speech	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/142.pptx	1068	2018	Dragomir Radev	nlp	Yale
103	Neural Generation, Dialogue Systems	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/756.pptx	1200	2018	Dragomir Radev	nlp	Yale
104	Statistical Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/252.pptx	1099	2018	Dragomir Radev	nlp	Yale
105	Neural Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/752.pptx	1196	2018	Dragomir Radev	nlp	Yale
106	Summarization 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/422.pptx	1130	2018	Dragomir Radev	nlp	Yale
107	Introduction to Neural Networks and Deep Learning	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/711.pptx	1181	2018	Dragomir Radev	nlp	Yale
108	Tree Adjoining Grammar	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/263.pptx	1103	2018	Dragomir Radev	nlp	Yale
109	The IBM Models	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/454.pptx	1146	2018	Dragomir Radev	nlp	Yale
110	Recurrent Neural Networks	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/741.pptx	1190	2018	Dragomir Radev	nlp	Yale
111	Learning for Hidden Markov Models	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/222.pptx	1087	2018	Dragomir Radev	nlp	Yale
112	Perceptron	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/515.pptx	1157	2018	Dragomir Radev	nlp	Yale
113	First Order Logic	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/362.pptx	1121	2018	Dragomir Radev	nlp	Yale
114	NN Sequence Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/281.pptx	1106	2018	Dragomir Radev	nlp	Yale
115	Dependency Syntax	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/255.pptx	1281	2018	Dragomir Radev	nlp	Yale
116	Classification and kNN 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/512.pptx	1154	2018	Dragomir Radev	nlp	Yale
117	Evaluation of Dependency Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/258.pptx	1284	2018	Dragomir Radev	nlp	Yale
118	Earley Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/245.pptx	1096	2018	Dragomir Radev	nlp	Yale
119	Semantic Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/365.pptx	1218	2018	Dragomir Radev	nlp	Yale
120	Word Embeddings	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/721.pptx	1186	2018	Dragomir Radev	nlp	Yale
121	Transition-based Dependency Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/257.pptx	1545	2018	Dragomir Radev	nlp	Yale
122	NLTK	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/132.pptx	1064	2018	Dragomir Radev	nlp	Yale
123	Combinatory Categorial Grammar	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/264.pptx	1104	2018	Dragomir Radev	nlp	Yale
124	Vector Semantics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/322.pptx	1115	2018	Dragomir Radev	nlp	Yale
125	History of NLP	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/113.pptx	1053	2018	Dragomir Radev	nlp	Yale
126	Introduction to Dependency Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/256.pptx	1282	2018	Dragomir Radev	nlp	Yale
127	Probabilities 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/123.pptx	1058	2018	Dragomir Radev	nlp	Yale
128	Machine Learning Resources	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/134.pptx	1066	2018	Dragomir Radev	nlp	Yale
129	CKY Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/244.pptx	1095	2018	Dragomir Radev	nlp	Yale
130	Text Similarity Intro	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/311.pptx	1108	2018	Dragomir Radev	nlp	Yale
131	Introduction	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/112.pptx	1052	2018	Dragomir Radev	nlp	Yale
132	Feature Selection	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/543.pptx	1163	2018	Dragomir Radev	nlp	Yale
133	Probabilistic Grammars	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/251.pptx	1098	2018	Dragomir Radev	nlp	Yale
134	Natural Language Generation: Features and Unification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/433.pptx	1137	2018	Dragomir Radev	nlp	Yale
135	Syntax Basics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/241.pptx	1092	2018	Dragomir Radev	nlp	Yale
136	Evaluation of Text Classification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/544.pptx	1164	2018	Dragomir Radev	nlp	Yale
137	Statistical Part of Speech Tagging	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/231.pptx	1088	2018	Dragomir Radev	nlp	Yale
138	Logic I	https://web.stanford.edu/class/cs221/2017/lectures/logic1.pdf	1120	2017	Percy Liang	ai	Stanford
139	Games II	https://web.stanford.edu/class/cs221/2017/lectures/games2.pdf	1307	2017	Percy Liang	ai	Stanford
140	Bayesian networks III	https://web.stanford.edu/class/cs221/2017/lectures/bayes3.pdf	1330	2017	Percy Liang	ai	Stanford
141	MDPs II	https://web.stanford.edu/class/cs221/2017/lectures/mdp2.pdf	1176	2017	Percy Liang	ai	Stanford
142	Learning Sklearn	https://web.stanford.edu/class/cs221/2017/lectures/section2.pdf	1331	2017	Percy Liang	ai	Stanford
143	CSPs II	https://web.stanford.edu/class/cs221/2017/lectures/csp2.pdf	1309	2017	Percy Liang	ai	Stanford
144	AlphaGo	https://web.stanford.edu/class/cs221/2017/lectures/section5.pdf	1307	2017	Percy Liang	ai	Stanford
145	Bayesian networks I	https://web.stanford.edu/class/cs221/2017/lectures/bayes1.pdf	1330	2017	Percy Liang	ai	Stanford
146	Machine learning I	https://web.stanford.edu/class/cs221/2017/lectures/learning1.pdf	1066	2017	Percy Liang	ai	Stanford
147	Constraint Satisfaction Problems (CSPs)	https://web.stanford.edu/class/cs221/2017/lectures/section6.pdf	1309	2017	Percy Liang	ai	Stanford
148	Games I	https://web.stanford.edu/class/cs221/2017/lectures/games1.pdf	1307	2017	Percy Liang	ai	Stanford
149	Machine learning II	https://web.stanford.edu/class/cs221/2017/lectures/learning2.pdf	1066	2017	Percy Liang	ai	Stanford
150	Machine learning III	https://web.stanford.edu/class/cs221/2017/lectures/learning3.pdf	1066	2017	Percy Liang	ai	Stanford
151	Introduction to Machine Learning	https://web.stanford.edu/class/cs221/2017/lectures/section1.pdf	1066	2017	Percy Liang	ai	Stanford
152	Deep Learning	https://web.stanford.edu/class/cs221/2017/lectures/deep.pdf	1181	2017	Percy Liang	ai	Stanford
153	Overview and review	https://web.stanford.edu/class/cs221/2017/lectures/exam_review_slides_fall_2016.pdf	1066	2017	Percy Liang	ai	Stanford
154	Logic III	https://web.stanford.edu/class/cs221/2017/lectures/logic3.pdf	1120	2017	Percy Liang	ai	Stanford
155	Conclusion	https://web.stanford.edu/class/cs221/2017/lectures/conclusion.pdf	1066	2017	Percy Liang	ai	Stanford
156	Overview	https://web.stanford.edu/class/cs221/2017/lectures/overview.pdf	1066	2017	Percy Liang	ai	Stanford
157	Deep Reinforcement Learning	https://web.stanford.edu/class/cs221/2017/lectures/deep-rl.pdf	1336	2017	Percy Liang	ai	Stanford
158	Logic II	https://web.stanford.edu/class/cs221/2017/lectures/logic2.pdf	1120	2017	Percy Liang	ai	Stanford
159	MDPs I	https://web.stanford.edu/class/cs221/2017/lectures/mdp1.pdf	1331	2017	Percy Liang	ai	Stanford
160	Search II	https://web.stanford.edu/class/cs221/2017/lectures/search2.pdf	1565	2017	Percy Liang	ai	Stanford
161	CSPs I	https://web.stanford.edu/class/cs221/2017/lectures/csp1.pdf	1309	2017	Percy Liang	ai	Stanford
162	Bayesian networks II	https://web.stanford.edu/class/cs221/2017/lectures/bayes2.pdf	1339	2017	Percy Liang	ai	Stanford
163	Search DP, UCS, A*	https://web.stanford.edu/class/cs221/2017/lectures/section3.pdf	1565	2017	Percy Liang	ai	Stanford
164	Search I	https://web.stanford.edu/class/cs221/2017/lectures/search1.pdf	1565	2017	Percy Liang	ai	Stanford
165	Machine Learning	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week6.pdf	1066	2014	Ansaf Salleb-Aouissi	ai	Columbia
166	Introduction	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week1.pdf	1066	2014	Ansaf Salleb-Aouissi	ai	Columbia
167	Adversarial Search	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week4.pdf	1306	2014	Ansaf Salleb-Aouissi	ai	Columbia
168	Logistic Regression	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week9_combo.pdf	1158	2014	Ansaf Salleb-Aouissi	ai	Columbia
169	Problem Solving:Search	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week3.pdf	1303	2014	Ansaf Salleb-Aouissi	ai	Columbia
170	Intelligent Agent (continued)	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week2.pdf	1312	2014	Ansaf Salleb-Aouissi	ai	Columbia
171	Linear Models	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week7.pdf	1160	2014	Ansaf Salleb-Aouissi	ai	Columbia
172	First Order Logic	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week13_FOL.pdf	1121	2014	Ansaf Salleb-Aouissi	ai	Columbia
173	SVM	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week10_svms.pdf	1161	2014	Ansaf Salleb-Aouissi	ai	Columbia
174	A* optimality Local Search	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week5_combo.pdf	1565	2014	Ansaf Salleb-Aouissi	ai	Columbia
175	Logical Agents	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week12_propositional_logic.pdf	1312	2014	Ansaf Salleb-Aouissi	ai	Columbia
176	Tree classifiers	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week9_trees.pdf	1153	2014	Ansaf Salleb-Aouissi	ai	Columbia
177	Unsupervised learning	https://courseworks.columbia.edu/access/content/group/COMSW4701_002_2014_3/week11_combo.pdf	1203	2014	Ansaf Salleb-Aouissi	ai	Columbia
178	Planning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_11.pdf	1143	2016	George Konidaris	ai	Duke
179	First-Order Logic	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_6.pdf	1121	2016	George Konidaris	ai	Duke
180	Machine Learning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_14.pdf	1066	2016	George Konidaris	ai	Duke
181	Uncertainty	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_7.pdf	1329	2016	George Konidaris	ai	Duke
182	Unsupervised Learning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_16.pdf	1203	2016	George Konidaris	ai	Duke
183	Introduction to Artificial Intelligence	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_1.pdf	1561	2016	George Konidaris	ai	Duke
184	Informed Search	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_3.pdf	1304	2016	George Konidaris	ai	Duke
185	Hidden Markov Models	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_10.pdf	1016	2016	George Konidaris	ai	Duke
186	GameTheory	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/game_theory.pdf	1307	2016	George Konidaris	ai	Duke
187	Search	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_2.pdf	1565	2016	George Konidaris	ai	Duke
188	Philosophical, Social, and Ethical Issues	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_18.pdf	1228	2016	George Konidaris	ai	Duke
189	Bayesian Networks II	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_9.pdf	1330	2016	George Konidaris	ai	Duke
190	Robot Motion Planning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_13.pdf	1340	2016	George Konidaris	ai	Duke
191	Adversarial Search	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_4.pdf	1306	2016	George Konidaris	ai	Duke
192	Computing Game-Theoretic Solutions for Security	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/conitzer_guest_lecture.pdf	1307	2016	George Konidaris	ai	Duke
193	Python	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/python-static.pdf	1063	2016	George Konidaris	ai	Duke
194	Probabilistic Planning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_12.pdf	1310	2016	George Konidaris	ai	Duke
195	Machine Learning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_15.pdf	1066	2016	George Konidaris	ai	Duke
196	Knowledge Representation and Reasoning	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_5.pdf	1028	2016	George Konidaris	ai	Duke
197	Bayesian Networks	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_8.pdf	1330	2016	George Konidaris	ai	Duke
