ID	Instructor	Title	Topic	URL	Venue	Year
31	Kevin Gimpel	Recurrent and Convolutional Neural Networks in NLP	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/11.pdf	Toyota Technological Institute at Chicago	2016
32	Kevin Gimpel	Syntax and Parsing	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/12.pdf	Toyota Technological Institute at Chicago	2016
33	Kevin Gimpel	Finish Syntax/Parsing, Review for Midterm	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/13.pdf	Toyota Technological Institute at Chicago	2016
34	Kevin Gimpel	Computational Semantics	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/14.pdf	Toyota Technological Institute at Chicago	2016
35	Kevin Gimpel	Introduction to Machine Translation	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/15.pdf	Toyota Technological Institute at Chicago	2016
36	Kevin Gimpel	Machine Translation and Other NLP Applications	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/16.pdf	Toyota Technological Institute at Chicago	2016
37	Kevin Gimpel	Natural Language Processing: Introduction	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/1.pdf	Toyota Technological Institute at Chicago	2016
38	Kevin Gimpel	Text Classification	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/2.pdf	Toyota Technological Institute at Chicago	2016
39	Kevin Gimpel	Finish Classification, Start Words	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/3.pdf	Toyota Technological Institute at Chicago	2016
40	Kevin Gimpel	Lexical Semantics	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/4.pdf	Toyota Technological Institute at Chicago	2016
41	Kevin Gimpel	Word Vectors	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/5.pdf	Toyota Technological Institute at Chicago	2016
42	Kevin Gimpel	Language Modeling	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/6.pdf	Toyota Technological Institute at Chicago	2016
43	Kevin Gimpel	Sequence Models	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/7.pdf	Toyota Technological Institute at Chicago	2016
44	Kevin Gimpel	Inference in Structured Prediction	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/8.pdf	Toyota Technological Institute at Chicago	2016
45	Kevin Gimpel	Finish Sequence Models, Start Neural Methods	112	https://home.ttic.edu/~kgimpel/teaching/31190/lectures/9.pdf	Toyota Technological Institute at Chicago	2016
46	Sharon Goldwater	Notes about correlation	112	https://www.inf.ed.ac.uk/teaching/courses/anlp/slides/anlp_correlation.pdf	University of Edinburgh	2019
47	Sharon Goldwater	Minimum edit distance: worked example	112	https://www.inf.ed.ac.uk/teaching/courses/anlp/slides/edit_distance-2x2.pdf	University of Edinburgh	2019
48	Chris Dyer, Alon Lavie	Machine Translation: Introduction	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/01.intro.pdf	Carnegie Mellon University	2013
49	Chris Dyer, Alon Lavie	Probability Review	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/02.probability.pdf	Carnegie Mellon University	2013
50	Chris Dyer, Alon Lavie	Lexical Translation Models I	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/04.lexical.pdf	Carnegie Mellon University	2013
51	Chris Dyer, Alon Lavie	Lexical Translation Models II	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/05.lexical2.pdf	Carnegie Mellon University	2013
52	Chris Dyer, Alon Lavie	Noisy Channel Translation	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/06.noisy.pdf	Carnegie Mellon University	2013
53	Chris Dyer, Alon Lavie	Phrase-based MT I	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/07.pbmt1.pdf	Carnegie Mellon University	2013
54	Chris Dyer, Alon Lavie	Phrase-based MT II	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/08.pbmt2.pdf	Carnegie Mellon University	2013
55	Chris Dyer, Alon Lavie	Evaluation I	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/09.eval1.pdf	Carnegie Mellon University	2013
56	Chris Dyer, Alon Lavie	Evaluation II	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/10.eval2.pdf	Carnegie Mellon University	2013
57	Chris Dyer, Alon Lavie	Discriminative Training I	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/11.disc1.pdf	Carnegie Mellon University	2013
58	Chris Dyer, Alon Lavie	Syntax in MT	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/13.syntax1.pdf	Carnegie Mellon University	2013
59	Chris Dyer, Alon Lavie	Syntax Decoding	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/14.decoding1.pdf	Carnegie Mellon University	2013
60	Chris Dyer, Alon Lavie	Decoding	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/15.decoding.pdf	Carnegie Mellon University	2013
61	Chris Dyer, Alon Lavie	System Combination	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/18.syscomb.pdf	Carnegie Mellon University	2013
62	Chris Dyer, Alon Lavie	Morphology in MT II	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/19.morph2.pdf	Carnegie Mellon University	2013
63	Ralf Brown	Example-Based Machine Translation	451	http://demo.clab.cs.cmu.edu/sp2013-11731/slides/22.ebmt.pdf	Carnegie Mellon University	2013
64	Trevor Cohn	Statistical machine learning: Introduction, probability theory	107	https://trevorcohn.github.io/comp90051-2017/slides/01_intro_prob_theory.pdf	University of Melbourne	2017
65	Trevor Cohn	Probabilistic models and parameter fitting	107	https://trevorcohn.github.io/comp90051-2017/slides/02_statistical_schools.pdf	University of Melbourne	2017
66	Trevor Cohn	Linear regression; Intro to regularisation	107	https://trevorcohn.github.io/comp90051-2017/slides/03_linear_regression.pdf	University of Melbourne	2017
67	Trevor Cohn	Logistic regression classifier; Basis expansion	107	https://trevorcohn.github.io/comp90051-2017/slides/04_logistic_regression.pdf	University of Melbourne	2017
68	Trevor Cohn	Iterative optimisation of loss functions; Model complexity and bias-variance analysis	107	https://trevorcohn.github.io/comp90051-2017/slides/05_optim_regularisation.pdf	University of Melbourne	2017
69	Trevor Cohn	Notes on vectors; Perceptron classifier	107	https://trevorcohn.github.io/comp90051-2017/slides/06_vectors_perceptron.pdf	University of Melbourne	2017
70	Trevor Cohn	Artificial Neural Networks	107	https://trevorcohn.github.io/comp90051-2017/slides/07_backpropagation.pdf	University of Melbourne	2017
71	Trevor Cohn	Artificial Neural Networks (cont.)	107	https://trevorcohn.github.io/comp90051-2017/slides/08_convnet_autoenc.pdf	University of Melbourne	2017
72	Trevor Cohn	Support Vector Machines (hard margin)	107	https://trevorcohn.github.io/comp90051-2017/slides/09_hard_margin_svm.pdf	University of Melbourne	2017
73	Trevor Cohn	Support Vector Machines (soft margin)	107	https://trevorcohn.github.io/comp90051-2017/slides/10_soft_margin_svm.pdf	University of Melbourne	2017
74	Trevor Cohn	Kernel Methods	107	https://trevorcohn.github.io/comp90051-2017/slides/11_kernel_methods.pdf	University of Melbourne	2017
75	Trevor Cohn	Ensemble Learning; Interim Summary	107	https://trevorcohn.github.io/comp90051-2017/slides/12_ensemble_revision.pdf	University of Melbourne	2017
76	Trevor Cohn	Unsupervised Learning; Clustering	107	https://trevorcohn.github.io/comp90051-2017/slides/13_clustering_gmm.pdf	University of Melbourne	2017
77	Trevor Cohn	Expectation Maximisation Algorithm	107	https://trevorcohn.github.io/comp90051-2017/slides/14_em_algorithm.pdf	University of Melbourne	2017
78	Trevor Cohn	Principal Component Analysis; Multidimensional Scaling	107	https://trevorcohn.github.io/comp90051-2017/slides/15_dimred_pca_mds.pdf	University of Melbourne	2017
79	Trevor Cohn	Manifold Learning; Spectral clustering	107	https://trevorcohn.github.io/comp90051-2017/slides/16_manifold_learning.pdf	University of Melbourne	2017
80	Trevor Cohn	Bayesian inference	107	https://trevorcohn.github.io/comp90051-2017/slides/17_bayesian_inference.pdf	University of Melbourne	2017
81	Trevor Cohn	Bayesian inference (cont.)	107	https://trevorcohn.github.io/comp90051-2017/slides/18_bayesian_classification.pdf	University of Melbourne	2017
82	Trevor Cohn	Probabilistic graphical models, fundamentals	107	https://trevorcohn.github.io/comp90051-2017/slides/20_pgm_basics.pdf	University of Melbourne	2017
83	Trevor Cohn	Probabilistic graphical models, independence	107	https://trevorcohn.github.io/comp90051-2017/slides/21_pgm_indy.pdf	University of Melbourne	2017
84	Trevor Cohn	Probabilistic graphical models, inference	107	https://trevorcohn.github.io/comp90051-2017/slides/22_pgm_elimination.pdf	University of Melbourne	2017
85	Trevor Cohn	Probabilistic graphical models, statistical inference	107	https://trevorcohn.github.io/comp90051-2017/slides/23_pgm_stat_infer.pdf	University of Melbourne	2017
86	Trevor Cohn	Probabilistic graphical models, hidden Markov models and message passing	107	https://trevorcohn.github.io/comp90051-2017/slides/24_pgm_message_passing.pdf	University of Melbourne	2017
87	Trevor Cohn	Statistical machine learning: Subject review	107	https://trevorcohn.github.io/comp90051-2017/slides/25_review.pdf	University of Melbourne	2017
88	Trevor Cohn	Worksheet: Probabilistic Graphical Models (PGMs) Answers	107	https://trevorcohn.github.io/comp90051-2017/worksheets/10_PGMs_worksheet_answers.pdf	University of Melbourne	2017
89	Trevor Cohn	Worksheet: Probabilistic Graphical Models (PGMs)	107	https://trevorcohn.github.io/comp90051-2017/worksheets/10_PGMs_worksheet.pdf	University of Melbourne	2017
90	Trevor Cohn	Workshop 11a Solution: Stan Modelling Language	107	https://trevorcohn.github.io/comp90051-2017/worksheets/11a_worksheet_solution_StanModelling.pdf	University of Melbourne	2017
91	Trevor Cohn	Workshop 11b Solution: Elimination Algorithm	107	https://trevorcohn.github.io/comp90051-2017/worksheets/11b_PGMs_eliminationAlgorithm.pdf	University of Melbourne	2017
92	Trevor Cohn	Workshop 11b Solution: Probabilistic Graphical Models	107	https://trevorcohn.github.io/comp90051-2017/worksheets/11b_worksheet_solution_VariableElimination.pdf	University of Melbourne	2017
93	Trevor Cohn	Workshop 11: Stan Modelling Language	107	https://trevorcohn.github.io/comp90051-2017/worksheets/11_worksheet.pdf	University of Melbourne	2017
94	Trevor Cohn	Workshop #5: Neural Networks	107	https://trevorcohn.github.io/comp90051-2017/worksheets/5_ppt_BackPropagation.pdf	University of Melbourne	2017
95	Trevor Cohn	Worksheet: Probabilistic Graphical Models (PGMs)	107	https://trevorcohn.github.io/comp90051-2017/worksheets/PGMs_worksheet.pdf	University of Melbourne	2017
96	FRANÇOIS FLEURET	Auto-regression	711	https://fleuret.org/dlc/materials/dlc-handout-10-1-autoregression.pdf	University of Geneva	2021
97	FRANÇOIS FLEURET	Causal convolutions	711	https://fleuret.org/dlc/materials/dlc-handout-10-2-causal-convolutions.pdf	University of Geneva	2021
98	FRANÇOIS FLEURET	Non-volume preserving networks	711	https://fleuret.org/dlc/materials/dlc-handout-10-3-NVP.pdf	University of Geneva	2021
99	FRANÇOIS FLEURET	Generative Adversarial Networks	711	https://fleuret.org/dlc/materials/dlc-handout-11-1-GAN.pdf	University of Geneva	2021
100	FRANÇOIS FLEURET	Wasserstein GAN	711	https://fleuret.org/dlc/materials/dlc-handout-11-2-Wasserstein-GAN.pdf	University of Geneva	2021
101	FRANÇOIS FLEURET	Conditional GAN and image translation	711	https://fleuret.org/dlc/materials/dlc-handout-11-3-conditional-GAN.pdf	University of Geneva	2021
102	FRANÇOIS FLEURET	Model persistence and checkpoints	711	https://fleuret.org/dlc/materials/dlc-handout-11-4-persistence.pdf	University of Geneva	2021
103	FRANÇOIS FLEURET	From neural networks to deep learning	711	https://fleuret.org/dlc/materials/dlc-handout-1-1-from-anns-to-deep-learning.pdf	University of Geneva	2021
104	FRANÇOIS FLEURET	Recurrent Neural Networks	711	https://fleuret.org/dlc/materials/dlc-handout-12-1-RNN-basics.pdf	University of Geneva	2021
105	FRANÇOIS FLEURET	LSTM and GRU	711	https://fleuret.org/dlc/materials/dlc-handout-12-2-LSTM-and-GRU.pdf	University of Geneva	2021
106	FRANÇOIS FLEURET	Word embeddings and translation	711	https://fleuret.org/dlc/materials/dlc-handout-12-3-word-embeddings-and-translation.pdf	University of Geneva	2021
107	FRANÇOIS FLEURET	Current applications and success	711	https://fleuret.org/dlc/materials/dlc-handout-1-2-current-success.pdf	University of Geneva	2021
108	FRANÇOIS FLEURET	Attention for Memory and Sequence Translation	711	https://fleuret.org/dlc/materials/dlc-handout-13-1-attention-memory-translation.pdf	University of Geneva	2021
109	FRANÇOIS FLEURET	Attention Mechanisms	711	https://fleuret.org/dlc/materials/dlc-handout-13-2-attention-mechanisms.pdf	University of Geneva	2021
110	FRANÇOIS FLEURET	What is really happening?	711	https://fleuret.org/dlc/materials/dlc-handout-1-3-what-is-happening.pdf	University of Geneva	2021
111	FRANÇOIS FLEURET	Tensor basics and linear regression	711	https://fleuret.org/dlc/materials/dlc-handout-1-4-tensors-and-linear-regression.pdf	University of Geneva	2021
112	FRANÇOIS FLEURET	High dimension tensors	711	https://fleuret.org/dlc/materials/dlc-handout-1-5-high-dimension-tensors.pdf	University of Geneva	2021
113	FRANÇOIS FLEURET	Tensor internals	711	https://fleuret.org/dlc/materials/dlc-handout-1-6-tensor-internals.pdf	University of Geneva	2021
114	FRANÇOIS FLEURET	Loss and risk	711	https://fleuret.org/dlc/materials/dlc-handout-2-1-loss-and-risk.pdf	University of Geneva	2021
115	FRANÇOIS FLEURET	Over and under fitting	711	https://fleuret.org/dlc/materials/dlc-handout-2-2-overfitting.pdf	University of Geneva	2021
116	FRANÇOIS FLEURET	Bias-variance dilemma	711	https://fleuret.org/dlc/materials/dlc-handout-2-3-bias-variance-dilemma.pdf	University of Geneva	2021
117	FRANÇOIS FLEURET	Proper evaluation protocols	711	https://fleuret.org/dlc/materials/dlc-handout-2-4-evaluation-protocols.pdf	University of Geneva	2021
118	FRANÇOIS FLEURET	Basic clusterings and embeddings	711	https://fleuret.org/dlc/materials/dlc-handout-2-5-basic-embeddings.pdf	University of Geneva	2021
119	FRANÇOIS FLEURET	The perceptron	711	https://fleuret.org/dlc/materials/dlc-handout-3-1-perceptron.pdf	University of Geneva	2021
120	FRANÇOIS FLEURET	Probabilistic view of a linear classifier	711	https://fleuret.org/dlc/materials/dlc-handout-3-2-LDA.pdf	University of Geneva	2021
121	FRANÇOIS FLEURET	Linear separability and feature design	711	https://fleuret.org/dlc/materials/dlc-handout-3-3-features.pdf	University of Geneva	2021
122	FRANÇOIS FLEURET	Multi-Layer Perceptrons	711	https://fleuret.org/dlc/materials/dlc-handout-3-4-MLP.pdf	University of Geneva	2021
123	FRANÇOIS FLEURET	Gradient descent	711	https://fleuret.org/dlc/materials/dlc-handout-3-5-gradient-descent.pdf	University of Geneva	2021
124	FRANÇOIS FLEURET	Back-propagation	711	https://fleuret.org/dlc/materials/dlc-handout-3-6-backprop.pdf	University of Geneva	2021
125	FRANÇOIS FLEURET	DAG networks	711	https://fleuret.org/dlc/materials/dlc-handout-4-1-DAG-networks.pdf	University of Geneva	2021
126	FRANÇOIS FLEURET	Autograd	711	https://fleuret.org/dlc/materials/dlc-handout-4-2-autograd.pdf	University of Geneva	2021
127	FRANÇOIS FLEURET	PyTorch modules and batch processing	711	https://fleuret.org/dlc/materials/dlc-handout-4-3-modules-and-batch-processing.pdf	University of Geneva	2021
128	FRANÇOIS FLEURET	Convolutions	711	https://fleuret.org/dlc/materials/dlc-handout-4-4-convolutions.pdf	University of Geneva	2021
129	FRANÇOIS FLEURET	Pooling	711	https://fleuret.org/dlc/materials/dlc-handout-4-5-pooling.pdf	University of Geneva	2021
130	FRANÇOIS FLEURET	Writing a PyTorch module	711	https://fleuret.org/dlc/materials/dlc-handout-4-6-writing-a-module.pdf	University of Geneva	2021
131	FRANÇOIS FLEURET	Cross-entropy loss	711	https://fleuret.org/dlc/materials/dlc-handout-5-1-cross-entropy-loss.pdf	University of Geneva	2021
132	FRANÇOIS FLEURET	Stochastic gradient descent	711	https://fleuret.org/dlc/materials/dlc-handout-5-2-SGD.pdf	University of Geneva	2021
133	FRANÇOIS FLEURET	PyTorch optimizers	711	https://fleuret.org/dlc/materials/dlc-handout-5-3-optim.pdf	University of Geneva	2021
134	FRANÇOIS FLEURET	L2 and L1 penalties	711	https://fleuret.org/dlc/materials/dlc-handout-5-4-l2-l1-penalties.pdf	University of Geneva	2021
135	FRANÇOIS FLEURET	Parameter initialization	711	https://fleuret.org/dlc/materials/dlc-handout-5-5-initialization.pdf	University of Geneva	2021
136	FRANÇOIS FLEURET	Architecture choice and training protocol	711	https://fleuret.org/dlc/materials/dlc-handout-5-6-architecture-and-training.pdf	University of Geneva	2021
137	FRANÇOIS FLEURET	Writing an autograd function	711	https://fleuret.org/dlc/materials/dlc-handout-5-7-writing-an-autograd-function.pdf	University of Geneva	2021
138	FRANÇOIS FLEURET	Benefits of depth	711	https://fleuret.org/dlc/materials/dlc-handout-6-1-benefits-of-depth.pdf	University of Geneva	2021
139	FRANÇOIS FLEURET	Rectifiers	711	https://fleuret.org/dlc/materials/dlc-handout-6-2-rectifiers.pdf	University of Geneva	2021
140	FRANÇOIS FLEURET	Dropout	711	https://fleuret.org/dlc/materials/dlc-handout-6-3-dropout.pdf	University of Geneva	2021
141	FRANÇOIS FLEURET	Batch normalization	711	https://fleuret.org/dlc/materials/dlc-handout-6-4-batch-normalization.pdf	University of Geneva	2021
142	FRANÇOIS FLEURET	Residual networks	711	https://fleuret.org/dlc/materials/dlc-handout-6-5-residual-networks.pdf	University of Geneva	2021
143	FRANÇOIS FLEURET	Using GPUs	711	https://fleuret.org/dlc/materials/dlc-handout-6-6-using-GPUs.pdf	University of Geneva	2021
144	FRANÇOIS FLEURET	Transposed convolutions	711	https://fleuret.org/dlc/materials/dlc-handout-7-1-transposed-convolutions.pdf	University of Geneva	2021
145	FRANÇOIS FLEURET	Autoencoders	711	https://fleuret.org/dlc/materials/dlc-handout-7-2-autoencoders.pdf	University of Geneva	2021
146	FRANÇOIS FLEURET	Denoising autoencoders	711	https://fleuret.org/dlc/materials/dlc-handout-7-3-denoising-autoencoders.pdf	University of Geneva	2021
147	FRANÇOIS FLEURET	Variational autoencoders	711	https://fleuret.org/dlc/materials/dlc-handout-7-4-VAE.pdf	University of Geneva	2021
148	FRANÇOIS FLEURET	Computer vision tasks	711	https://fleuret.org/dlc/materials/dlc-handout-8-1-CV-tasks.pdf	University of Geneva	2021
149	FRANÇOIS FLEURET	Networks for image classification	711	https://fleuret.org/dlc/materials/dlc-handout-8-2-image-classification.pdf	University of Geneva	2021
150	FRANÇOIS FLEURET	Networks for object detection	711	https://fleuret.org/dlc/materials/dlc-handout-8-3-object-detection.pdf	University of Geneva	2021
151	FRANÇOIS FLEURET	Networks for semantic segmentation	711	https://fleuret.org/dlc/materials/dlc-handout-8-4-segmentation.pdf	University of Geneva	2021
152	FRANÇOIS FLEURET	DataLoader and neuro-surgery	711	https://fleuret.org/dlc/materials/dlc-handout-8-5-dataloader-and-surgery.pdf	University of Geneva	2021
153	FRANÇOIS FLEURET	Looking at parameters	711	https://fleuret.org/dlc/materials/dlc-handout-9-1-looking-at-parameters.pdf	University of Geneva	2021
154	FRANÇOIS FLEURET	Looking at activations	711	https://fleuret.org/dlc/materials/dlc-handout-9-2-looking-at-activations.pdf	University of Geneva	2021
155	FRANÇOIS FLEURET	Visualizing the processing in the input	711	https://fleuret.org/dlc/materials/dlc-handout-9-3-visualizing-in-input.pdf	University of Geneva	2021
156	FRANÇOIS FLEURET	Optimizing inputs	711	https://fleuret.org/dlc/materials/dlc-handout-9-4-optimizing-inputs.pdf	University of Geneva	2021
157	FRANÇOIS FLEURET	Auto-regression	711	https://fleuret.org/dlc/materials/dlc-slides-10-1-autoregression.pdf	University of Geneva	2021
158	FRANÇOIS FLEURET	Causal convolutions	711	https://fleuret.org/dlc/materials/dlc-slides-10-2-causal-convolutions.pdf	University of Geneva	2021
159	FRANÇOIS FLEURET	Non-volume preserving networks	711	https://fleuret.org/dlc/materials/dlc-slides-10-3-NVP.pdf	University of Geneva	2021
160	FRANÇOIS FLEURET	Generative Adversarial Networks	711	https://fleuret.org/dlc/materials/dlc-slides-11-1-GAN.pdf	University of Geneva	2021
161	FRANÇOIS FLEURET	Wasserstein GAN	711	https://fleuret.org/dlc/materials/dlc-slides-11-2-Wasserstein-GAN.pdf	University of Geneva	2021
162	FRANÇOIS FLEURET	Conditional GAN and image translation	711	https://fleuret.org/dlc/materials/dlc-slides-11-3-conditional-GAN.pdf	University of Geneva	2021
163	FRANÇOIS FLEURET	Model persistence and checkpoints	711	https://fleuret.org/dlc/materials/dlc-slides-11-4-persistence.pdf	University of Geneva	2021
164	FRANÇOIS FLEURET	From neural networks to deep learning	711	https://fleuret.org/dlc/materials/dlc-slides-1-1-from-anns-to-deep-learning.pdf	University of Geneva	2021
165	FRANÇOIS FLEURET	Recurrent Neural Networks	711	https://fleuret.org/dlc/materials/dlc-slides-12-1-RNN-basics.pdf	University of Geneva	2021
166	FRANÇOIS FLEURET	LSTM and GRU	711	https://fleuret.org/dlc/materials/dlc-slides-12-2-LSTM-and-GRU.pdf	University of Geneva	2021
167	FRANÇOIS FLEURET	Word embeddings and translation	711	https://fleuret.org/dlc/materials/dlc-slides-12-3-word-embeddings-and-translation.pdf	University of Geneva	2021
168	FRANÇOIS FLEURET	Current applications and success	711	https://fleuret.org/dlc/materials/dlc-slides-1-2-current-success.pdf	University of Geneva	2021
169	FRANÇOIS FLEURET	Attention for Memory and Sequence Translation	711	https://fleuret.org/dlc/materials/dlc-slides-13-1-attention-memory-translation.pdf	University of Geneva	2021
