ID	Instructor	Title	Topic	URL	Venue	Year
150	George Konidaris	Adversarial Search	824	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_4.pdf	Duke	2016
151	George Konidaris	Computing Game-Theoretic Solutions for Security	825	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/conitzer_guest_lecture.pdf	Duke	2016
152	George Konidaris	Python	131	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/python-static.pdf	Duke	2016
153	George Konidaris	Probabilistic Planning	828	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_12.pdf	Duke	2016
154	George Konidaris	Machine Learning	107	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_15.pdf	Duke	2016
155	George Konidaris	Knowledge Representation and Reasoning	363	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_5.pdf	Duke	2016
156	George Konidaris	Bayesian Networks	842	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_8.pdf	Duke	2016
157	George Konidaris	A*: Proof of Optimality	612	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/astar.pdf	Duke	2016
158	George Konidaris	Reinforcement Learning	857	https://www2.cs.duke.edu/courses/spring16/compsci270/slides/270_17.pdf	Duke	2016
159	Chuck Dyer	Uncertainty	841	http://pages.cs.wisc.edu/~dyer/cs540/notes/12_uncertainty.pdf	University of Wisconsin-Madison	2018
160	Chuck Dyer	Introduction	112	http://pages.cs.wisc.edu/~dyer/cs540/notes/01_intro.pdf	University of Wisconsin-Madison	2018
161	Chuck Dyer	Game Playing	825	http://pages.cs.wisc.edu/~dyer/cs540/notes/06_gamePlaying.pdf	University of Wisconsin-Madison	2018
162	Chuck Dyer	Bayesian Networks	842	http://pages.cs.wisc.edu/~dyer/cs540/notes/13_bayes-net.pdf	University of Wisconsin-Madison	2018
163	Chuck Dyer	Supervised Learning Methods k-nearest-neighbors(k-NN) Decisiontrees(Chapter18.3) Neuralnetworks(ANN) Supportvectormachines(SVM)	511	http://pages.cs.wisc.edu/~dyer/cs540/notes/11_learning-decision-trees.pdf	University of Wisconsin-Madison	2018
164	Chuck Dyer	Supervised Learning Methods k-nearest-neighbors (k-NN)  Decision trees  Support vector machines (SVM)  Neural networks	511	http://pages.cs.wisc.edu/~dyer/cs540/notes/10_svm.pdf	University of Wisconsin-Madison	2018
165	Chuck Dyer	Face Detection and Recognition I	862	http://pages.cs.wisc.edu/~dyer/cs540/notes/16.0_face-detection.pdf	University of Wisconsin-Madison	2018
166	Chuck Dyer	Introduction	112	http://pages.cs.wisc.edu/~dyer/cs540/notes/09_neuralNets.pdf	University of Wisconsin-Madison	2018
167	Chuck Dyer	Informed Search	822	http://pages.cs.wisc.edu/~dyer/cs540/notes/04_informedSearch.pdf	University of Wisconsin-Madison	2018
168	Chuck Dyer	Face Detection and Recognition II	862	http://pages.cs.wisc.edu/~dyer/cs540/notes/16.1_face-recognition.pdf	University of Wisconsin-Madison	2018
169	Chuck Dyer	Constraint Satisfaction Problems	827	http://pages.cs.wisc.edu/~dyer/cs540/notes/07_csp.pdf	University of Wisconsin-Madison	2018
170	Chuck Dyer	Speech Recognition	924	http://pages.cs.wisc.edu/~dyer/cs540/notes/14_speech.pdf	University of Wisconsin-Madison	2018
171	Chuck Dyer	Machine Learning: Introduction and Unsupervised Learning	107	http://pages.cs.wisc.edu/~dyer/cs540/notes/08_learning-intro.pdf	University of Wisconsin-Madison	2018
172	Chuck Dyer	Genetic Algorithms	826	http://pages.cs.wisc.edu/~dyer/cs540/notes/05_geneticAlgorithms.pdf	University of Wisconsin-Madison	2018
173	Chuck Dyer	Uninformed Search	822	http://pages.cs.wisc.edu/~dyer/cs540/notes/03_uninformedSearch.pdf	University of Wisconsin-Madison	2018
174	David McAllester	Invariant Theory	107	http://ttic.uchicago.edu/~dmcallester/DeepClass18/03CNNs/CNNb.pdf	Chicago	2017
175	David McAllester	Deep Graphical Models III	842	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs3.pdf	Chicago	2017
176	David McAllester	Variational Autoencoders	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/11AutoEncoders/Variational.pdf	Chicago	2017
177	David McAllester	Deep Graphical Models II	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs2.pdf	Chicago	2017
178	David McAllester	Gradients as Dual Vectors	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/13SGD2/loose.pdf	Chicago	2017
179	David McAllester	Gated RNNs	741	http://ttic.uchicago.edu/~dmcallester/DeepClass18/04Highway/highway.pdf	Chicago	2017
180	David McAllester	Introduction and Historical Notes	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/01intro/intro.pdf	Chicago	2017
181	David McAllester	Language Modeling	211	http://ttic.uchicago.edu/~dmcallester/DeepClass18/05RNNs/RNN.pdf	Chicago	2017
182	David McAllester	Information Theory	611	http://ttic.uchicago.edu/~dmcallester/DeepClass18/08InfoTheory/information.pdf	Chicago	2017
183	David McAllester	Rate-Distortion Autoencoders	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/11AutoEncoders/Rate.pdf	Chicago	2017
184	David McAllester	Multiclass Logistic Regression	512	http://ttic.uchicago.edu/~dmcallester/DeepClass18/02MLP/MLPa.pdf	Chicago	2017
185	David McAllester	Stochastic Gradient Descent	127	http://ttic.uchicago.edu/~dmcallester/DeepClass18/06SGD/SGD.pdf	Chicago	2017
186	David McAllester	AlphaZero	825	http://ttic.uchicago.edu/~dmcallester/DeepClass18/16alpha/alphago.pdf	Chicago	2017
187	David McAllester	Computation Graphs and Backpropagation	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/02MLP/MLPb.pdf	Chicago	2017
188	David McAllester	Convolutional Neural Networks â€” CNNs	744	http://ttic.uchicago.edu/~dmcallester/DeepClass18/03CNNs/CNNs.pdf	Chicago	2017
189	David McAllester	In Search of AGI	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/18AGI/arch.pdf	Chicago	2017
190	David McAllester	Deep Reinforcement Learning	731	http://ttic.uchicago.edu/~dmcallester/DeepClass18/15RL/RL.pdf	Chicago	2017
191	David McAllester	Regularization	857	http://ttic.uchicago.edu/~dmcallester/DeepClass18/07regularization/regularization.pdf	Chicago	2017
192	David McAllester	Deep Graphical Models I	112	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs.pdf	Chicago	2017
193	David McAllester	Generative Adversarial Networks (GANs)	999	http://ttic.uchicago.edu/~dmcallester/DeepClass18/14GANs/Gans.pdf	Chicago	2017
194	Efstratios Gavves	Introduction to Deep Learning	112	https://uvadlc.github.io/lectures/apr2019/lecture1-intro.pdf	University of Amsterdam	2019
195	Efstratios Gavves	Modular Learning	112	https://uvadlc.github.io/lectures/apr2019/lecture2-modularity.pdf	University of Amsterdam	2019
196	Efstratios Gavves	Deep Learning Optimizations	127	https://uvadlc.github.io/lectures/apr2019/lecture3-optimization.pdf	University of Amsterdam	2019
197	Efstratios Gavves	Convolutional Neural Networks	744	https://uvadlc.github.io/lectures/apr2019/lecture4-convnets.pdf	University of Amsterdam	2019
198	Efstratios Gavves	Modern Convnets	744	https://uvadlc.github.io/lectures/apr2019/lecture5-modern_convnets.pdf	University of Amsterdam	2019
199	Efstratios Gavves	Recurrent & Graph NNs	741	https://uvadlc.github.io/lectures/apr2019/lecture6-rnns.pdf	University of Amsterdam	2019
200	Efstratios Gavves	Generative Adversarial Networks	999	https://uvadlc.github.io/lectures/apr2019/lecture7-gan.pdf	University of Amsterdam	2019
201	Furong Huang	Introduction to Machine Learning	107	http://www.cs.umd.edu/class/spring2018/cmsc422-0101/slides0201/lecture_20.pdf	UMD	2018
202	Furong Huang	Review and Practice Problems	107	http://www.cs.umd.edu/class/spring2018/cmsc422-0101/slides0201/lecture_11.pdf	UMD	2018
